graph_hex,layout_idx,grid_spacing,env_size,radius,all_positionings_planar,layout_planar,graph_poss,adj_m,eucd_m,wspd_m
1024C905,128,110,"[900, 900]",410.0,False,False,"[(770, 220), (330, 440), (770, 330), (110, 550), (550, 440), (110, 660), (330, 660), (660, 110)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 491.9349550499537, 110.0, 737.9024325749306, 311.1269837220809, 793.2212806020776, 622.2539674441618, 155.56349186104046], [491.9349550499537, 0.0, 453.54161881794266, 245.96747752497686, 220.0, 311.1269837220809, 220.0, 466.6904755831214], [110.0, 453.54161881794266, 0.0, 695.7010852370435, 245.96747752497686, 737.9024325749306, 550.0, 245.96747752497686], [737.9024325749306, 245.96747752497686, 695.7010852370435, 0.0, 453.54161881794266, 110.0, 245.96747752497686, 704.3436661176133], [311.1269837220809, 220.0, 245.96747752497686, 453.54161881794266, 0.0, 491.9349550499537, 311.1269837220809, 347.85054261852173], [793.2212806020776, 311.1269837220809, 737.9024325749306, 110.0, 491.9349550499537, 0.0, 220.0, 777.8174593052023], [622.2539674441618, 220.0, 550.0, 245.96747752497686, 311.1269837220809, 220.0, 0.0, 641.404708432983], [155.56349186104046, 466.6904755831214, 245.96747752497686, 704.3436661176133, 347.85054261852173, 777.8174593052023, 641.404708432983, 0.0]]","[[0.0, 622.2539674441618, 1346.9682002940235, 1126.9682002940235, 842.2539674441618, 1016.9682002940235, 796.9682002940235, 155.56349186104046], [622.2539674441618, 0.0, 1658.0951840161047, 1438.0951840161044, 220.0, 1328.0951840161044, 1108.0951840161044, 466.6904755831214], [1346.9682002940235, 1658.0951840161047, 0.0, 695.7010852370435, 1878.0951840161047, 770.0, 550.0, 1191.4047084329832], [1126.9682002940235, 1438.0951840161044, 695.7010852370435, 0.0, 1658.0951840161044, 110.0, 330.0, 971.404708432983], [842.2539674441618, 220.0, 1878.0951840161047, 1658.0951840161044, 0.0, 1548.0951840161044, 1328.0951840161044, 686.6904755831214], [1016.9682002940235, 1328.0951840161044, 770.0, 110.0, 1548.0951840161044, 0.0, 220.0, 861.404708432983], [796.9682002940235, 1108.0951840161044, 550.0, 330.0, 1328.0951840161044, 220.0, 0.0, 641.404708432983], [155.56349186104046, 466.6904755831214, 1191.4047084329832, 971.404708432983, 686.6904755831214, 861.404708432983, 641.404708432983, 0.0]]"
1024C905,129,110,"[900, 900]",410.0,False,False,"[(550, 110), (770, 330), (220, 770), (660, 330), (220, 220), (770, 550), (330, 550), (660, 110)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 311.1269837220809, 737.9024325749306, 245.96747752497686, 347.85054261852173, 491.9349550499537, 491.9349550499537, 110.0], [311.1269837220809, 0.0, 704.3436661176133, 110.0, 560.8921464952064, 220.0, 491.9349550499537, 245.96747752497686], [737.9024325749306, 704.3436661176133, 0.0, 622.2539674441618, 550.0, 592.3681287847954, 245.96747752497686, 793.2212806020776], [245.96747752497686, 110.0, 622.2539674441618, 0.0, 453.54161881794266, 245.96747752497686, 396.6106403010388, 220.0], [347.85054261852173, 560.8921464952064, 550.0, 453.54161881794266, 0.0, 641.404708432983, 347.85054261852173, 453.54161881794266], [491.9349550499537, 220.0, 592.3681287847954, 245.96747752497686, 641.404708432983, 0.0, 440.0, 453.54161881794266], [491.9349550499537, 491.9349550499537, 245.96747752497686, 396.6106403010388, 347.85054261852173, 440.0, 0.0, 550.0], [110.0, 245.96747752497686, 793.2212806020776, 220.0, 453.54161881794266, 453.54161881794266, 550.0, 0.0]]","[[0.0, 355.96747752497686, 905.9674775249769, 1345.9674775249769, 916.8596240201832, 1100.0, 660.0, 110.0], [355.96747752497686, 0.0, 1041.9349550499537, 1481.9349550499537, 560.8921464952064, 1235.9674775249769, 795.9674775249769, 245.96747752497686], [905.9674775249769, 1041.9349550499537, 0.0, 622.2539674441618, 1602.82710154516, 685.9674775249769, 245.96747752497686, 795.9674775249769], [1345.9674775249769, 1481.9349550499537, 622.2539674441618, 0.0, 2042.82710154516, 245.96747752497686, 685.9674775249769, 1235.9674775249769], [916.8596240201832, 560.8921464952064, 1602.82710154516, 2042.82710154516, 0.0, 1796.8596240201832, 1356.8596240201832, 806.8596240201832], [1100.0, 1235.9674775249769, 685.9674775249769, 245.96747752497686, 1796.8596240201832, 0.0, 440.0, 990.0], [660.0, 795.9674775249769, 245.96747752497686, 685.9674775249769, 1356.8596240201832, 440.0, 0.0, 550.0], [110.0, 245.96747752497686, 795.9674775249769, 1235.9674775249769, 806.8596240201832, 990.0, 550.0, 0.0]]"
1024C905,130,110,"[900, 900]",410.0,False,False,"[(550, 550), (770, 220), (550, 660), (220, 770), (110, 440), (110, 330), (220, 660), (550, 330)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 396.6106403010388, 110.0, 396.6106403010388, 453.54161881794266, 491.9349550499537, 347.85054261852173, 220.0], [396.6106403010388, 0.0, 491.9349550499537, 777.8174593052023, 695.7010852370435, 669.1038783328041, 704.3436661176133, 245.96747752497686], [110.0, 491.9349550499537, 0.0, 347.85054261852173, 491.9349550499537, 550.0, 330.0, 330.0], [396.6106403010388, 777.8174593052023, 347.85054261852173, 0.0, 347.85054261852173, 453.54161881794266, 110.0, 550.0], [453.54161881794266, 695.7010852370435, 491.9349550499537, 347.85054261852173, 0.0, 110.0, 245.96747752497686, 453.54161881794266], [491.9349550499537, 669.1038783328041, 550.0, 453.54161881794266, 110.0, 0.0, 347.85054261852173, 440.0], [347.85054261852173, 704.3436661176133, 330.0, 110.0, 245.96747752497686, 347.85054261852173, 0.0, 466.6904755831214], [220.0, 245.96747752497686, 330.0, 550.0, 453.54161881794266, 440.0, 466.6904755831214, 0.0]]","[[0.0, 465.96747752497686, 1016.6904755831214, 1364.541018201643, 1161.6685627620204, 1034.541018201643, 686.6904755831214, 220.0], [465.96747752497686, 0.0, 1042.6579531080984, 1390.50849572662, 695.7010852370435, 1060.50849572662, 712.6579531080982, 245.96747752497686], [1016.6904755831214, 1042.6579531080984, 0.0, 347.85054261852173, 1738.3590383451417, 677.8505426185218, 330.0, 796.6904755831214], [1364.541018201643, 1390.50849572662, 347.85054261852173, 0.0, 2086.2095809636635, 453.54161881794266, 677.8505426185218, 1144.541018201643], [1161.6685627620204, 695.7010852370435, 1738.3590383451417, 2086.2095809636635, 0.0, 1756.2095809636635, 1408.3590383451417, 941.6685627620203], [1034.541018201643, 1060.50849572662, 677.8505426185218, 453.54161881794266, 1756.2095809636635, 0.0, 347.85054261852173, 814.541018201643], [686.6904755831214, 712.6579531080982, 330.0, 677.8505426185218, 1408.3590383451417, 347.85054261852173, 0.0, 466.6904755831214], [220.0, 245.96747752497686, 796.6904755831214, 1144.541018201643, 941.6685627620203, 814.541018201643, 466.6904755831214, 0.0]]"
1024C905,131,110,"[900, 900]",410.0,False,False,"[(550, 550), (660, 110), (550, 220), (330, 330), (330, 440), (220, 440), (220, 330), (330, 220)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 453.54161881794266, 330.0, 311.1269837220809, 245.96747752497686, 347.85054261852173, 396.6106403010388, 396.6106403010388], [453.54161881794266, 0.0, 155.56349186104046, 396.6106403010388, 466.6904755831214, 550.0, 491.9349550499537, 347.85054261852173], [330.0, 155.56349186104046, 0.0, 245.96747752497686, 311.1269837220809, 396.6106403010388, 347.85054261852173, 220.0], [311.1269837220809, 396.6106403010388, 245.96747752497686, 0.0, 110.0, 155.56349186104046, 110.0, 110.0], [245.96747752497686, 466.6904755831214, 311.1269837220809, 110.0, 0.0, 110.0, 155.56349186104046, 220.0], [347.85054261852173, 550.0, 396.6106403010388, 155.56349186104046, 110.0, 0.0, 110.0, 245.96747752497686], [396.6106403010388, 491.9349550499537, 347.85054261852173, 110.0, 155.56349186104046, 110.0, 0.0, 155.56349186104046], [396.6106403010388, 347.85054261852173, 220.0, 110.0, 220.0, 245.96747752497686, 155.56349186104046, 0.0]]","[[0.0, 744.4611829195605, 900.024674780601, 817.7376240231197, 1211.1516585026818, 662.1741321620793, 552.1741321620793, 396.6106403010388], [744.4611829195605, 0.0, 851.2645770980839, 768.9775263406027, 466.6904755831214, 613.4140344795621, 503.4140344795622, 347.85054261852173], [900.024674780601, 851.2645770980839, 0.0, 245.96747752497686, 1317.9550526812052, 401.5309693860173, 347.85054261852173, 503.4140344795622], [817.7376240231197, 768.9775263406027, 245.96747752497686, 0.0, 1235.668001923724, 155.56349186104046, 265.56349186104046, 421.1269837220809], [1211.1516585026818, 466.6904755831214, 1317.9550526812052, 1235.668001923724, 0.0, 1080.1045100626834, 970.1045100626835, 814.541018201643], [662.1741321620793, 613.4140344795621, 401.5309693860173, 155.56349186104046, 1080.1045100626834, 0.0, 110.0, 265.56349186104046], [552.1741321620793, 503.4140344795622, 347.85054261852173, 265.56349186104046, 970.1045100626835, 110.0, 0.0, 155.56349186104046], [396.6106403010388, 347.85054261852173, 503.4140344795622, 421.1269837220809, 814.541018201643, 265.56349186104046, 155.56349186104046, 0.0]]"
1024C905,132,110,"[900, 900]",410.0,False,False,"[(440, 110), (220, 770), (660, 440), (440, 440), (330, 550), (440, 660), (220, 550), (770, 220)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 695.7010852370435, 396.6106403010388, 330.0, 453.54161881794266, 550.0, 491.9349550499537, 347.85054261852173], [695.7010852370435, 0.0, 550.0, 396.6106403010388, 245.96747752497686, 245.96747752497686, 220.0, 777.8174593052023], [396.6106403010388, 550.0, 0.0, 220.0, 347.85054261852173, 311.1269837220809, 453.54161881794266, 245.96747752497686], [330.0, 396.6106403010388, 220.0, 0.0, 155.56349186104046, 220.0, 245.96747752497686, 396.6106403010388], [453.54161881794266, 245.96747752497686, 347.85054261852173, 155.56349186104046, 0.0, 155.56349186104046, 110.0, 550.0], [550.0, 245.96747752497686, 311.1269837220809, 220.0, 155.56349186104046, 0.0, 245.96747752497686, 550.0], [491.9349550499537, 220.0, 453.54161881794266, 245.96747752497686, 110.0, 245.96747752497686, 0.0, 641.404708432983], [347.85054261852173, 777.8174593052023, 245.96747752497686, 396.6106403010388, 550.0, 550.0, 641.404708432983, 0.0]]","[[0.0, 1125.668001923724, 1442.7968698694474, 1455.2227285764818, 1371.6354794487008, 1235.2227285764816, 989.2552510515047, 347.85054261852173], [1125.668001923724, 0.0, 1872.7637865561278, 1885.1896452631622, 245.96747752497686, 1665.1896452631622, 1419.2221677381854, 777.8174593052023], [1442.7968698694474, 1872.7637865561278, 0.0, 220.0, 2118.7312640811047, 440.0, 453.54161881794266, 1094.9463272509256], [1455.2227285764818, 1885.1896452631622, 220.0, 0.0, 2131.157122788139, 220.0, 465.96747752497686, 1107.37218595796], [1371.6354794487008, 245.96747752497686, 2118.7312640811047, 2131.157122788139, 0.0, 1911.157122788139, 1665.1896452631622, 1023.7849368301792], [1235.2227285764816, 1665.1896452631622, 440.0, 220.0, 1911.157122788139, 0.0, 245.96747752497686, 887.3721859579599], [989.2552510515047, 1419.2221677381854, 453.54161881794266, 465.96747752497686, 1665.1896452631622, 245.96747752497686, 0.0, 641.404708432983], [347.85054261852173, 777.8174593052023, 1094.9463272509256, 1107.37218595796, 1023.7849368301792, 887.3721859579599, 641.404708432983, 0.0]]"
1024C905,133,110,"[900, 900]",410.0,False,False,"[(110, 550), (110, 330), (550, 770), (550, 220), (660, 220), (440, 660), (770, 220), (330, 770)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 220.0, 491.9349550499537, 550.0, 641.404708432983, 347.85054261852173, 737.9024325749306, 311.1269837220809], [220.0, 0.0, 622.2539674441618, 453.54161881794266, 560.8921464952064, 466.6904755831214, 669.1038783328041, 491.9349550499537], [491.9349550499537, 622.2539674441618, 0.0, 550.0, 560.8921464952064, 155.56349186104046, 592.3681287847954, 220.0], [550.0, 453.54161881794266, 550.0, 0.0, 110.0, 453.54161881794266, 220.0, 592.3681287847954], [641.404708432983, 560.8921464952064, 560.8921464952064, 110.0, 0.0, 491.9349550499537, 110.0, 641.404708432983], [347.85054261852173, 466.6904755831214, 155.56349186104046, 453.54161881794266, 491.9349550499537, 0.0, 550.0, 155.56349186104046], [737.9024325749306, 669.1038783328041, 592.3681287847954, 220.0, 110.0, 550.0, 0.0, 704.3436661176133], [311.1269837220809, 491.9349550499537, 220.0, 592.3681287847954, 641.404708432983, 155.56349186104046, 704.3436661176133, 0.0]]","[[0.0, 803.0619387720346, 1607.8387786244896, 2019.012268657637, 1363.954085267241, 1565.4706498396943, 1015.4706498396943, 311.1269837220809], [803.0619387720346, 0.0, 1788.6467499523624, 2199.82023998551, 560.8921464952064, 1746.278621167567, 1196.278621167567, 491.9349550499537], [1607.8387786244896, 1788.6467499523624, 0.0, 550.0, 2349.5388964475687, 1003.5416188179427, 592.3681287847954, 1296.7117949024087], [2019.012268657637, 2199.82023998551, 550.0, 0.0, 2760.7123864807163, 453.54161881794266, 1003.5416188179427, 1707.885284935556], [1363.954085267241, 560.8921464952064, 2349.5388964475687, 2760.7123864807163, 0.0, 2307.1707676627734, 1757.1707676627734, 1052.82710154516], [1565.4706498396943, 1746.278621167567, 1003.5416188179427, 453.54161881794266, 2307.1707676627734, 0.0, 550.0, 1254.3436661176133], [1015.4706498396943, 1196.278621167567, 592.3681287847954, 1003.5416188179427, 1757.1707676627734, 550.0, 0.0, 704.3436661176133], [311.1269837220809, 491.9349550499537, 1296.7117949024087, 1707.885284935556, 1052.82710154516, 1254.3436661176133, 704.3436661176133, 0.0]]"
1024C905,134,110,"[900, 900]",410.0,False,False,"[(550, 770), (550, 220), (220, 770), (550, 110), (330, 220), (550, 550), (550, 330), (440, 110)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 550.0, 330.0, 660.0, 592.3681287847954, 220.0, 440.0, 669.1038783328041], [550.0, 0.0, 641.404708432983, 110.0, 220.0, 330.0, 110.0, 155.56349186104046], [330.0, 641.404708432983, 0.0, 737.9024325749306, 560.8921464952064, 396.6106403010388, 550.0, 695.7010852370435], [660.0, 110.0, 737.9024325749306, 0.0, 245.96747752497686, 440.0, 220.0, 110.0], [592.3681287847954, 220.0, 560.8921464952064, 245.96747752497686, 0.0, 396.6106403010388, 245.96747752497686, 155.56349186104046], [220.0, 330.0, 396.6106403010388, 440.0, 396.6106403010388, 0.0, 220.0, 453.54161881794266], [440.0, 110.0, 550.0, 220.0, 245.96747752497686, 220.0, 0.0, 245.96747752497686], [669.1038783328041, 155.56349186104046, 695.7010852370435, 110.0, 155.56349186104046, 453.54161881794266, 245.96747752497686, 0.0]]","[[0.0, 824.6673701938446, 1465.0713558577809, 1575.0713558577809, 1044.6673701938446, 1135.0713558577809, 915.071355857781, 669.1038783328041], [824.6673701938446, 0.0, 951.5309693860173, 1061.5309693860172, 220.0, 621.5309693860173, 401.5309693860173, 155.56349186104046], [1465.0713558577809, 951.5309693860173, 0.0, 737.9024325749306, 1171.5309693860172, 770.0, 550.0, 795.9674775249769], [1575.0713558577809, 1061.5309693860172, 737.9024325749306, 0.0, 1281.5309693860172, 440.0, 660.0, 905.9674775249769], [1044.6673701938446, 220.0, 1171.5309693860172, 1281.5309693860172, 0.0, 841.5309693860173, 621.5309693860173, 375.56349186104046], [1135.0713558577809, 621.5309693860173, 770.0, 440.0, 841.5309693860173, 0.0, 220.0, 465.96747752497686], [915.071355857781, 401.5309693860173, 550.0, 660.0, 621.5309693860173, 220.0, 0.0, 245.96747752497686], [669.1038783328041, 155.56349186104046, 795.9674775249769, 905.9674775249769, 375.56349186104046, 465.96747752497686, 245.96747752497686, 0.0]]"
1024C905,135,110,"[900, 900]",410.0,False,False,"[(220, 660), (110, 550), (550, 330), (440, 660), (440, 330), (220, 220), (330, 660), (330, 220)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 155.56349186104046, 466.6904755831214, 220.0, 396.6106403010388, 440.0, 110.0, 453.54161881794266], [155.56349186104046, 0.0, 491.9349550499537, 347.85054261852173, 396.6106403010388, 347.85054261852173, 245.96747752497686, 396.6106403010388], [466.6904755831214, 491.9349550499537, 0.0, 347.85054261852173, 110.0, 347.85054261852173, 396.6106403010388, 245.96747752497686], [220.0, 347.85054261852173, 347.85054261852173, 0.0, 330.0, 491.9349550499537, 110.0, 453.54161881794266], [396.6106403010388, 396.6106403010388, 110.0, 330.0, 0.0, 245.96747752497686, 347.85054261852173, 155.56349186104046], [440.0, 347.85054261852173, 347.85054261852173, 491.9349550499537, 245.96747752497686, 0.0, 453.54161881794266, 110.0], [110.0, 245.96747752497686, 396.6106403010388, 110.0, 347.85054261852173, 453.54161881794266, 0.0, 440.0], [453.54161881794266, 396.6106403010388, 245.96747752497686, 453.54161881794266, 155.56349186104046, 110.0, 440.0, 0.0]]","[[0.0, 850.1522591189814, 1290.1522591189814, 1638.0028017375032, 1246.7628994200204, 1347.0832376358853, 893.5416188179427, 453.54161881794266], [850.1522591189814, 0.0, 1233.2212806020775, 1581.0718232205993, 396.6106403010388, 1290.1522591189814, 836.6106403010388, 396.6106403010388], [1290.1522591189814, 1233.2212806020775, 0.0, 347.85054261852173, 1629.8319209031165, 839.7854976684755, 396.6106403010388, 836.6106403010388], [1638.0028017375032, 1581.0718232205993, 347.85054261852173, 0.0, 1977.682463521638, 491.9349550499537, 744.4611829195605, 1184.4611829195605], [1246.7628994200204, 396.6106403010388, 1629.8319209031165, 1977.682463521638, 0.0, 1686.7628994200204, 1233.2212806020775, 793.2212806020776], [1347.0832376358853, 1290.1522591189814, 839.7854976684755, 491.9349550499537, 1686.7628994200204, 0.0, 453.54161881794266, 893.5416188179427], [893.5416188179427, 836.6106403010388, 396.6106403010388, 744.4611829195605, 1233.2212806020775, 453.54161881794266, 0.0, 440.0], [453.54161881794266, 396.6106403010388, 836.6106403010388, 1184.4611829195605, 793.2212806020776, 893.5416188179427, 440.0, 0.0]]"
1024C905,136,110,"[900, 900]",410.0,False,False,"[(660, 550), (220, 550), (330, 550), (110, 550), (440, 770), (330, 770), (330, 440), (110, 330)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 440.0, 330.0, 550.0, 311.1269837220809, 396.6106403010388, 347.85054261852173, 592.3681287847954], [440.0, 0.0, 110.0, 110.0, 311.1269837220809, 245.96747752497686, 155.56349186104046, 245.96747752497686], [330.0, 110.0, 0.0, 220.0, 245.96747752497686, 220.0, 110.0, 311.1269837220809], [550.0, 110.0, 220.0, 0.0, 396.6106403010388, 311.1269837220809, 245.96747752497686, 220.0], [311.1269837220809, 311.1269837220809, 245.96747752497686, 396.6106403010388, 0.0, 110.0, 347.85054261852173, 550.0], [396.6106403010388, 245.96747752497686, 220.0, 311.1269837220809, 110.0, 0.0, 330.0, 491.9349550499537], [347.85054261852173, 155.56349186104046, 110.0, 245.96747752497686, 347.85054261852173, 330.0, 0.0, 245.96747752497686], [592.3681287847954, 245.96747752497686, 311.1269837220809, 220.0, 550.0, 491.9349550499537, 245.96747752497686, 0.0]]","[[0.0, 838.3356063097723, 948.3356063097723, 1168.3356063097722, 1149.4625900318533, 1168.3356063097722, 838.3356063097723, 592.3681287847954], [838.3356063097723, 0.0, 601.9349550499537, 821.9349550499537, 311.1269837220809, 821.9349550499537, 491.9349550499537, 245.96747752497686], [948.3356063097723, 601.9349550499537, 0.0, 220.0, 913.0619387720346, 440.0, 110.0, 355.96747752497686], [1168.3356063097722, 821.9349550499537, 220.0, 0.0, 1133.0619387720346, 311.1269837220809, 330.0, 575.9674775249769], [1149.4625900318533, 311.1269837220809, 913.0619387720346, 1133.0619387720346, 0.0, 1133.0619387720346, 803.0619387720346, 557.0944612470578], [1168.3356063097722, 821.9349550499537, 440.0, 311.1269837220809, 1133.0619387720346, 0.0, 330.0, 575.9674775249769], [838.3356063097723, 491.9349550499537, 110.0, 330.0, 803.0619387720346, 330.0, 0.0, 245.96747752497686], [592.3681287847954, 245.96747752497686, 355.96747752497686, 575.9674775249769, 557.0944612470578, 575.9674775249769, 245.96747752497686, 0.0]]"
1024C905,137,110,"[900, 900]",410.0,False,False,"[(110, 660), (660, 770), (330, 440), (220, 770), (550, 220), (440, 330), (660, 440), (550, 770)]","[[0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 1], [1, 1, 0, 0, 0, 0, 1, 0]]","[[0.0, 560.8921464952064, 311.1269837220809, 155.56349186104046, 622.2539674441618, 466.6904755831214, 592.3681287847954, 453.54161881794266], [560.8921464952064, 0.0, 466.6904755831214, 440.0, 560.8921464952064, 491.9349550499537, 330.0, 110.0], [311.1269837220809, 466.6904755831214, 0.0, 347.85054261852173, 311.1269837220809, 155.56349186104046, 330.0, 396.6106403010388], [155.56349186104046, 440.0, 347.85054261852173, 0.0, 641.404708432983, 491.9349550499537, 550.0, 330.0], [622.2539674441618, 560.8921464952064, 311.1269837220809, 641.404708432983, 0.0, 155.56349186104046, 245.96747752497686, 550.0], [466.6904755831214, 491.9349550499537, 155.56349186104046, 491.9349550499537, 155.56349186104046, 0.0, 245.96747752497686, 453.54161881794266], [592.3681287847954, 330.0, 330.0, 550.0, 245.96747752497686, 245.96747752497686, 0.0, 347.85054261852173], [453.54161881794266, 110.0, 396.6106403010388, 330.0, 550.0, 453.54161881794266, 347.85054261852173, 0.0]]","[[0.0, 563.5416188179427, 1131.3921614364644, 1479.2427040549862, 1124.433765313149, 1047.3596389614413, 801.3921614364644, 453.54161881794266], [563.5416188179427, 0.0, 787.8505426185218, 1135.7010852370436, 560.8921464952064, 703.8180201434986, 457.85054261852173, 110.0], [1131.3921614364644, 787.8505426185218, 0.0, 347.85054261852173, 1348.7426891137281, 575.9674775249769, 330.0, 677.8505426185218], [1479.2427040549862, 1135.7010852370436, 347.85054261852173, 0.0, 1696.59323173225, 491.9349550499537, 677.8505426185218, 1025.7010852370436], [1124.433765313149, 560.8921464952064, 1348.7426891137281, 1696.59323173225, 0.0, 1264.710166638705, 1018.7426891137281, 670.8921464952064], [1047.3596389614413, 703.8180201434986, 575.9674775249769, 491.9349550499537, 1264.710166638705, 0.0, 245.96747752497686, 593.8180201434986], [801.3921614364644, 457.85054261852173, 330.0, 677.8505426185218, 1018.7426891137281, 245.96747752497686, 0.0, 347.85054261852173], [453.54161881794266, 110.0, 677.8505426185218, 1025.7010852370436, 670.8921464952064, 593.8180201434986, 347.85054261852173, 0.0]]"
